"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GENE","GENENAME"
"ENSG00000143753.12",714.837821711883,-0.131221935936158,0.497741995646599,-0.26363444733188,0.792061612151352,0.915655571029875,"ENSG00000143753","DEGS1"
"ENSG00000204952.2",0.19490613186968,0.944615474708165,3.58332983933883,0.263613877890309,0.792077463686547,NA,"ENSG00000204952","FBXO47"
"ENSG00000196431.3",0.194152682775967,0.944615457434588,3.58332983919611,0.263613873080271,0.792077467393342,NA,"ENSG00000196431","CRYBA4"
"ENSG00000269981.1",0.579384675824876,0.917523928456844,3.48110859955539,0.263572336862467,0.792109476925858,NA,"ENSG00000269981","RP11-34P13.16"
"ENSG00000178055.11",5.07978822553622,-0.284640024109701,1.07996531913035,-0.263564041425803,0.792115869775462,0.915666357092263,"ENSG00000178055","PRSS42"
"ENSG00000104979.8",439.005482537483,0.126221890385035,0.479164995653899,0.26342051595982,0.792226479392522,0.915742279746994,"ENSG00000104979","C19orf53"
"ENSG00000250741.6",0.650817052044855,-0.646988198162588,2.45717105242423,-0.263306129023567,0.792314636047836,NA,"ENSG00000250741","NT5C1B-RDH14"
"ENSG00000147234.10",30.2352520285282,-0.327917233701454,1.24586844599009,-0.263203739332894,0.792393548820367,0.915838799836912,"ENSG00000147234","FRMPD3"
"ENSG00000139405.15",314.763340444722,-0.13261654586972,0.503870755836369,-0.263195560237647,0.792399852623723,0.915838799836912,"ENSG00000139405","RITA1"
"ENSG00000100583.4",41.6535037504536,-0.203788825189549,0.774579826991739,-0.263095962595631,0.792476615741757,0.915866081588351,"ENSG00000100583","SAMD15"
"ENSG00000139278.9",407.263029638189,0.257252390670666,0.978422528638989,0.262925661604001,0.792607876873753,0.915866081588351,"ENSG00000139278","GLIPR1"
"ENSG00000168994.13",544.224285064656,0.219368543868674,0.834367549699263,0.262915958258135,0.792615355998194,0.915866081588351,"ENSG00000168994","PXDC1"
"ENSG00000185947.14",425.644509873512,-0.110223034708671,0.419285883870433,-0.262882770321769,0.792640936669953,0.915866081588351,"ENSG00000185947","ZNF267"
"ENSG00000108474.16",257.294854668562,0.172759618784021,0.657196983138717,0.262873420323593,0.792648143522738,0.915866081588351,"ENSG00000108474","PIGL"
"ENSG00000028528.14",1168.96675898746,0.123586333092565,0.470285102102622,0.262790236263102,0.79271226145703,0.915888242673227,"ENSG00000028528","SNX1"
"ENSG00000157778.8",513.224256752175,-0.140483913031323,0.53509441438054,-0.262540421383312,0.792904826170322,0.915963918275753,"ENSG00000157778","PSMG3"
"ENSG00000007372.21",96.921222944388,0.290841108878213,1.10809460743425,0.26246956435574,0.792959447166935,0.915963918275753,"ENSG00000007372","PAX6"
"ENSG00000278674.1",4.67608881682212,-0.625348412675618,2.38262146766963,-0.26246234291142,0.792965013961667,0.915963918275753,"ENSG00000278674","RP11-49K24.9"
"ENSG00000164961.15",1632.99303617461,-0.138205355173146,0.526677144650929,-0.262410010718703,0.793005355593957,0.915963918275753,"ENSG00000164961","KIAA0196"
"ENSG00000203995.9",97.7338811818857,-0.198879286795454,0.75798176867091,-0.26238004001624,0.793028459539197,0.915963918275753,"ENSG00000203995","ZYG11A"
"ENSG00000198046.11",158.991475134898,0.263603510866817,1.00475711813103,0.262355454975178,0.793047411898039,0.915963918275753,"ENSG00000198046","ZNF667"
"ENSG00000143278.3",0.51842071208621,0.915212846883426,3.48984393149259,0.26225036558927,0.793128425617868,NA,"ENSG00000143278","F13B"
"ENSG00000254418.1",0.933202578081285,0.660885756391364,2.52076548066325,0.262176613199842,0.793185282887382,NA,"ENSG00000254418","RP11-21L19.1"
"ENSG00000276160.1",0.646599489031574,0.910190797876824,3.47370190524297,0.262023288901976,0.793303487334317,NA,"ENSG00000276160","GGTLC5P"
"ENSG00000225883.2",8.58161859228606,-0.380130998975055,1.45081019904636,-0.262012907839304,0.79331149072394,0.916169981928474,"ENSG00000225883","BMS1P11"
"ENSG00000132821.11",441.383666900954,0.219185188269343,0.836561020176084,0.262007412469694,0.793315727445842,0.916169981928474,"ENSG00000132821","VSTM2L"
"ENSG00000178033.5",397.382801719814,-0.209416598194471,0.79947861793621,-0.261941462218294,0.793366573068502,0.916176787676874,"ENSG00000178033","FAM26E"
"ENSG00000255723.1",0.825779471061021,-0.702753020926207,2.6829826504835,-0.26192976715655,0.793375589694387,NA,"ENSG00000255723","RP11-529H2.2"
"ENSG00000228050.1",2.26451200120106,0.883792770688607,3.37961852135841,0.261506665649759,0.793701809872718,0.916468974518983,"ENSG00000228050","TOP3BP1"
"ENSG00000198792.12",1764.20624868086,-0.178725048998524,0.68346972713387,-0.26149665728138,0.793709526972895,0.916468974518983,"ENSG00000198792","TMEM184B"
"ENSG00000070366.13",979.676925471457,-0.101488359965178,0.388340914052163,-0.261338314591147,0.793831622128566,0.916558026886602,"ENSG00000070366","SMG6"
"ENSG00000226145.7",1.048650848023,-0.878786814727111,3.36609969366029,-0.261069752741494,0.794038716814966,NA,"ENSG00000226145","KRT16P6"
"ENSG00000152760.9",15.4230978423434,-0.548801750771405,2.10274330916222,-0.260993221749952,0.794097734415021,0.916694204858293,"ENSG00000152760","TCTEX1D1"
"ENSG00000133111.3",73.5929509697901,0.140380200233134,0.53786969827006,0.260992951796014,0.794097942594648,0.916694204858293,"ENSG00000133111","RFXAP"
"ENSG00000224986.2",1.73793284887773,-0.45827511503451,1.75618787894198,-0.260948797409192,0.794131993207549,0.916694204858293,"ENSG00000224986","PPP1R8P1"
"ENSG00000058056.8",638.063118241708,0.11437217821866,0.438369755117117,0.260903442547272,0.794166970001334,0.916694204858293,"ENSG00000058056","USP13"
"ENSG00000178538.9",259.808225001256,0.245103931401301,0.939751565342154,0.260817795298975,0.794233020634215,0.916694204858293,"ENSG00000178538","CA8"
"ENSG00000069956.11",985.508039036545,0.119818219329926,0.45951235082114,0.260750813587085,0.794284677548038,0.916694204858293,"ENSG00000069956","MAPK6"
"ENSG00000008405.11",816.542251716095,0.131067982017093,0.502758317307206,0.260697789584266,0.794325570787741,0.916694204858293,"ENSG00000008405","CRY1"
"ENSG00000172465.13",148.005500819986,0.140630287445725,0.539447791388727,0.260693045166972,0.794329229810907,0.916694204858293,"ENSG00000172465","TCEAL1"
"ENSG00000105221.16",1357.49212226636,-0.0944140374483097,0.362250929066856,-0.260631595042466,0.794376622220789,0.916694204858293,"ENSG00000105221","AKT2"
"ENSG00000092929.11",132.878748164011,0.218540685843962,0.838598991975067,0.260602132765811,0.794399344792069,0.916694204858293,"ENSG00000092929","UNC13D"
"ENSG00000226421.1",0.815566949799678,0.582248223654835,2.23460448299604,0.260559856603432,0.794431950286336,NA,"ENSG00000226421","SLC25A5P5"
"ENSG00000169241.17",298.487714130453,-0.115813417333609,0.444742139163155,-0.260405765802916,0.79455079587085,0.916770632180797,"ENSG00000169241","SLC50A1"
"ENSG00000141258.12",1324.57159083203,-0.101357651334462,0.389238866737679,-0.26039961575258,0.794555539318071,0.916770632180797,"ENSG00000141258","SGSM2"
"ENSG00000149922.10",11.4959903329661,0.265781625312714,1.02169878182271,0.260136969957584,0.794758121408635,0.91695246376617,"ENSG00000149922","TBX6"
"ENSG00000201772.1",2.08993491248844,-0.357903797861263,1.37614824980714,-0.2600764837011,0.794804777200076,0.916954384926681,"ENSG00000201772","SNORA5C"
"ENSG00000159248.4",0.773741794032647,-0.907390010250408,3.48955228890822,-0.26003049535455,0.794840250587562,NA,"ENSG00000159248","GJD2"
"ENSG00000225131.2",0.419603503057689,0.92810150871013,3.56998299054951,0.259973650061361,0.794884099132326,NA,"ENSG00000225131","PSME2P2"
"ENSG00000253785.1",0.419603503057689,0.92810150871013,3.56998299054951,0.259973650061361,0.794884099132326,NA,"ENSG00000253785","CTC-308K20.3"
"ENSG00000231120.3",0.24466602548799,0.928101254118921,3.56998299512111,0.259973578414044,0.794884154399063,NA,"ENSG00000231120","BTF3P10"
"ENSG00000269526.1",0.24466602548799,0.928101254118921,3.56998299512111,0.259973578414044,0.794884154399063,NA,"ENSG00000269526","ERVV-1"
"ENSG00000181852.17",625.499606978791,-0.114877080181205,0.442014519341889,-0.259894359018442,0.794945262654822,0.917001732738458,"ENSG00000181852","RNF41"
"ENSG00000093167.17",594.959286361652,-0.112130090427734,0.431509207904296,-0.259855614605109,0.794975149777749,0.917001732738458,"ENSG00000093167","LRRFIP2"
"ENSG00000149968.11",3.24090344084841,-0.387521233889867,1.49205569934748,-0.259723034508256,0.795077423254232,0.917001732738458,"ENSG00000149968","MMP3"
"ENSG00000131089.15",494.67146105328,-0.11682915862245,0.449827175691621,-0.259720099042086,0.795079687739036,0.917001732738458,"ENSG00000131089","ARHGEF9"
"ENSG00000116830.11",805.462279568466,-0.162500041317113,0.625737861889196,-0.259693477435585,0.795100224325478,0.917001732738458,"ENSG00000116830","TTF2"
"ENSG00000177706.8",2193.91856274876,0.192278258675693,0.740583622747149,0.259630719300069,0.795148638114186,0.917001732738458,"ENSG00000177706","FAM20C"
"ENSG00000213450.4",0.468970490859828,0.908628428765156,3.5018920080683,0.259467860993911,0.79527427630373,NA,"ENSG00000213450","VDAC1P7"
"ENSG00000115756.12",145.165684922642,0.149705386594908,0.576994767475162,0.259457095685624,0.795282581463883,0.917001732738458,"ENSG00000115756","HPCAL1"
"ENSG00000101255.10",437.469884545293,-0.151283635552158,0.583188472283008,-0.259407794807616,0.795320616127365,0.917001732738458,"ENSG00000101255","TRIB3"
"ENSG00000196118.11",49.1654842678666,-0.218956319602126,0.844090490669768,-0.259399107112779,0.795327318564489,0.917001732738458,"ENSG00000196118","CCDC189"
"ENSG00000112576.12",639.748847755938,-0.179827158275155,0.693271316905727,-0.259389295200869,0.795334888337791,0.917001732738458,"ENSG00000112576","CCND3"
"ENSG00000139697.13",1536.88694211237,0.111528559453585,0.430038307575735,0.259345638490457,0.795368569204024,0.917001732738458,"ENSG00000139697","SBNO1"
"ENSG00000073921.17",1502.2442629944,0.126118163894081,0.486454477286581,0.259259950895225,0.795434677731425,0.917001732738458,"ENSG00000073921","PICALM"
"ENSG00000023287.12",1989.47624655186,0.151113201833199,0.582917026275603,0.259236212053536,0.795452992659331,0.917001732738458,"ENSG00000023287","RB1CC1"
"ENSG00000105258.8",234.193543619335,0.0877087495811031,0.338416748031349,0.259173785255387,0.795501156554248,0.917001732738458,"ENSG00000105258","POLR2I"
"ENSG00000168792.4",185.526363242601,-0.118102702011812,0.455733797119592,-0.259148438755837,0.795520712258902,0.917001732738458,"ENSG00000168792","ABHD15"
"ENSG00000166788.9",199.985249312941,0.10598981689366,0.409093598255565,0.2590845159778,0.795570031472557,0.917005639438791,"ENSG00000166788","SAAL1"
"ENSG00000204406.12",547.384163223166,0.115143567420356,0.444711043364259,0.258917715533416,0.795698729142695,0.917005639438791,"ENSG00000204406","MBD5"
"ENSG00000103723.12",32.6863322623448,0.24743551083614,0.955703847954076,0.258903960014221,0.795709342691519,0.917005639438791,"ENSG00000103723","AP3B2"
"ENSG00000187730.8",15.5083185322123,-0.273508601761848,1.05651285226859,-0.258878631882764,0.795728885590347,0.917005639438791,"ENSG00000187730","GABRD"
"ENSG00000181929.11",196.243807725459,0.140919717523181,0.544401659365462,0.258852476106397,0.795749067225085,0.917005639438791,"ENSG00000181929","PRKAG1"
"ENSG00000189295.13",0.72786575427316,0.857981566903464,3.31458807873787,0.258850133567779,0.795750874720014,NA,"ENSG00000189295","ANKRD62P1-PARP4P3"
"ENSG00000270299.1",0.624370557353485,-0.877179760040097,3.38905533780839,-0.258827216615278,0.795768557421385,NA,"ENSG00000270299","RP5-850E9.3"
"ENSG00000273604.1",236.148063088311,0.11647152818443,0.450071427416007,0.25878454194066,0.795801485444107,0.917014195445036,"ENSG00000273604","C17orf96"
"ENSG00000273345.5",9.3454804922911,0.256187574050758,0.990470094834381,0.258652507922105,0.795903365949913,0.917079743409383,"ENSG00000273345","CTD-2410N18.4"
"ENSG00000147081.14",0.384766437807455,0.908771537237901,3.5150686869166,0.25853592580436,0.795993326303751,NA,"ENSG00000147081","AKAP4"
"ENSG00000104921.14",0.350609882196523,-0.91409363635672,3.53586494140384,-0.258520518035906,0.796005215879799,NA,"ENSG00000104921","FCER2"
"ENSG00000110619.17",604.846554116652,-0.11605516051544,0.448939801230129,-0.25850940415049,0.796013792062602,0.91711853648358,"ENSG00000110619","CARS"
"ENSG00000265702.1",2.74925460724304,0.384745940244021,1.48853011614476,0.258473735983589,0.796041316061436,0.91711853648358,"ENSG00000265702","RP11-156L14.1"
"ENSG00000077522.12",80.8087816267515,-0.290876138548446,1.12558579938658,-0.258422004530411,0.796081236042282,0.91711853648358,"ENSG00000077522","ACTN2"
"ENSG00000250240.5",2.01724689187672,0.336594647080309,1.30273376043768,0.258375623095254,0.796117027990163,0.91711853648358,"ENSG00000250240","CTD-2154I11.2"
"ENSG00000116525.13",230.956403504756,-0.260785080560899,1.01009835961278,-0.25817790720982,0.796269607567764,0.917242461529339,"ENSG00000116525","TRIM62"
"ENSG00000276756.4",0.185837593273526,-0.925380725477477,3.58518428182384,-0.258112457473656,0.796320117583138,NA,"ENSG00000276756","CH17-125A10.1"
"ENSG00000214176.9",415.93435524211,-0.18809975105825,0.728912723410901,-0.258055244499025,0.796364271679785,0.917299662094817,"ENSG00000214176","PLEKHM1P1"
"ENSG00000253764.1",1.14300782197864,0.472420915211,1.83092677492393,0.258022833944644,0.796389284805024,NA,"ENSG00000253764","RP11-439C15.4"
"ENSG00000108651.9",772.205480960786,0.172057387143147,0.667702802908034,0.257685584655012,0.796649572264863,0.917389837603005,"ENSG00000108651","UTP6"
"ENSG00000260727.1",25.2746627257472,-0.23122262945409,0.897424486439735,-0.257651348885517,0.796675996540441,0.917389837603005,"ENSG00000260727","SLC7A5P1"
"ENSG00000205238.9",6.09057302527714,-0.471235263909246,1.82898293563328,-0.25764880291028,0.796677961615888,0.917389837603005,"ENSG00000205238","SPDYE2"
"ENSG00000121940.15",555.746928125808,-0.0870359687260171,0.33784486115551,-0.257621111738487,0.796699334743551,0.917389837603005,"ENSG00000121940","CLCC1"
"ENSG00000251143.1",9.87695313071067,-0.209391504379753,0.812897282537258,-0.257586670392339,0.796725918132112,0.917389837603005,"ENSG00000251143","RP11-849H4.4"
"ENSG00000228124.1",1.13660075247045,-0.496163737819259,1.92627952422339,-0.2575761884918,0.796734008583801,NA,"ENSG00000228124","RP1-122O8.7"
"ENSG00000223825.5",2.38362730872188,0.362197516777806,1.40647535415401,0.257521410316975,0.796776289456436,0.917389837603005,"ENSG00000223825","DAZAP2P1"
"ENSG00000074527.11",258.906745780819,0.208688681970382,0.81048066270834,0.257487552229831,0.796802423328427,0.917389837603005,"ENSG00000074527","NTN4"
"ENSG00000165792.17",853.921368507518,-0.102771079912194,0.399177288095385,-0.257457232605971,0.796825826177868,0.917389837603005,"ENSG00000165792","METTL17"
"ENSG00000011454.16",875.544967026282,0.101980568682476,0.396150369747311,0.257428937268255,0.796847666703596,0.917389837603005,"ENSG00000011454","RABGAP1"
"ENSG00000230869.1",36.8117324269537,-0.278115922643233,1.08106446048744,-0.257261183591064,0.796977155207269,0.917446560281502,"ENSG00000230869","AGAP10P"
"ENSG00000274267.1",1592.93059158391,0.304560637039321,1.18411850771678,0.257204523917606,0.797020891882834,0.917446560281502,"ENSG00000274267","HIST1H3B"
"ENSG00000204681.10",775.110004271261,0.142999852629331,0.556008259499273,0.257190158934174,0.79703198058703,0.917446560281502,"ENSG00000204681","GABBR1"
"ENSG00000135245.9",176.404445019319,0.0807838833355889,0.314174567392302,0.257130562814513,0.797077984818798,0.917447699135478,"ENSG00000135245","HILPDA"
"ENSG00000197496.5",545.401105072473,0.151109012534283,0.588304854039178,0.256854947731265,0.797290750457609,0.91762319257402,"ENSG00000197496","SLC2A10"
"ENSG00000166169.16",319.629522455994,-0.0915985165042772,0.356669248532118,-0.256816411510814,0.797320500333317,0.91762319257402,"ENSG00000166169","POLL"
"ENSG00000169189.16",186.356916102893,0.108666086451332,0.423420359921342,0.256638784378527,0.797457631886475,0.917729192291262,"ENSG00000169189","NSMCE1"
"ENSG00000072958.8",726.955624984013,-0.105140669226784,0.410147131838302,-0.25634866384543,0.79768162394469,0.91793513509213,"ENSG00000072958","AP1M1"
"ENSG00000273825.1",2.15711378081021,-0.719786985919561,2.80986802450372,-0.256163983376653,0.797824218044353,0.918047390919261,"ENSG00000273825","CH17-164J11.1"
"ENSG00000259519.1",0.336880633304319,0.788911785237012,3.08068689204554,0.256083079158098,0.797886687328573,NA,"ENSG00000259519","RP11-519G16.2"
"ENSG00000132274.15",273.980293376962,0.314361381619209,1.22792959109671,0.256009289049253,0.797943664661403,0.918079380468979,"ENSG00000132274","TRIM22"
"ENSG00000162714.12",948.941110613794,-0.117318754304518,0.458359734902722,-0.255953447414872,0.79798678372214,0.918079380468979,"ENSG00000162714","ZNF496"
"ENSG00000182492.15",2201.80087843873,0.233797861365609,0.913622918939411,0.255901922466017,0.798026570127952,0.918079380468979,"ENSG00000182492","BGN"
"ENSG00000119514.6",129.799737038525,-0.123500539015051,0.482753553582036,-0.255825230282979,0.798085791077061,0.918079380468979,"ENSG00000119514","GALNT12"
"ENSG00000217733.2",0.194013434908775,-0.917167752168846,3.58551500332106,-0.25579805169392,0.798106778394964,NA,"ENSG00000217733","CCT7P1"
"ENSG00000254453.1",0.194013434908775,-0.917167752168846,3.58551500332106,-0.25579805169392,0.798106778394964,NA,"ENSG00000254453","NAV2-AS2"
"ENSG00000179029.14",72.4292234037284,0.135165391772788,0.528516691124916,0.255744793007571,0.798147905198051,0.918079380468979,"ENSG00000179029","TMEM107"
"ENSG00000161203.13",2829.2965592853,0.0847693520471315,0.33149031027917,0.25572196054763,0.798165536786164,0.918079380468979,"ENSG00000161203","AP2M1"
"ENSG00000135931.17",330.433819284725,-0.166253992412203,0.650141699324438,-0.255719626329087,0.798167339312587,0.918079380468979,"ENSG00000135931","ARMC9"
"ENSG00000258782.3",0.523091528872285,0.89213239193425,3.489165710156,0.255686449439045,0.79819295923264,NA,"ENSG00000258782","RP11-701B16.2"
"ENSG00000147862.15",2119.52955092655,-0.134980669818674,0.528114284461078,-0.255589886110383,0.798267528783558,0.918132556621925,"ENSG00000147862","NFIB"
"ENSG00000256612.7",4.69866873376127,0.35655676756352,1.39529019317089,0.255543090110325,0.798303666939656,0.918132556621925,"ENSG00000256612","CYP2B7P"
"ENSG00000153339.13",962.320203967056,-0.125222594334911,0.490333377926542,-0.255382562093642,0.798427637795529,0.918165785340189,"ENSG00000153339","TRAPPC8"
"ENSG00000176407.17",689.867077188114,-0.110784139433873,0.43381438463423,-0.255372212996764,0.798435630259548,0.918165785340189,"ENSG00000176407","KCMF1"
"ENSG00000178764.7",418.597313098111,0.181164932724456,0.709631812559624,0.255294266009578,0.798495828315563,0.918165785340189,"ENSG00000178764","ZHX2"
"ENSG00000005020.12",263.378774469745,0.182552125767039,0.715126923994395,0.255272343470695,0.798512759195077,0.918165785340189,"ENSG00000005020","SKAP2"
"ENSG00000265763.3",50.6285105799438,-0.253231808893716,0.993402225325828,-0.254913671862028,0.798789776409956,0.918318000281712,"ENSG00000265763","ZNF488"
"ENSG00000169230.9",868.792332289674,-0.126144377333642,0.494910002056791,-0.254883467316077,0.798813105811832,0.918318000281712,"ENSG00000169230","PRELID1"
"ENSG00000223802.7",136.06434211573,-0.195570293417749,0.767299893651402,-0.254881168413924,0.798814881446349,0.918318000281712,"ENSG00000223802","CERS1"
"ENSG00000183530.13",1569.19818409898,0.134505680590104,0.527747289567965,0.254867591456919,0.798825368087654,0.918318000281712,"ENSG00000183530","PRR14L"
"ENSG00000035499.12",214.786583584216,0.144937949061745,0.568881544129533,0.254777027937371,0.798895318942387,0.918346615643812,"ENSG00000035499","DEPDC1B"
"ENSG00000174145.7",13.2068844625496,-0.594724846619656,2.33571750100323,-0.25462190798511,0.799015136644675,0.918393106060661,"ENSG00000174145","NWD2"
"ENSG00000267168.1",3.37422976672596,0.399570512272597,1.56935572541699,0.254607993459499,0.799025884729289,0.918393106060661,"ENSG00000267168","RP11-318A15.7"
"ENSG00000128040.10",10.4042511644866,-0.303571659552877,1.19264633523115,-0.254536194498968,0.79908134545749,0.918403238568909,"ENSG00000128040","SPINK2"
"ENSG00000079974.17",149.994892234708,0.153072013016339,0.601509226130248,0.25447990881389,0.799124823746678,0.918403238568909,"ENSG00000079974","RABL2B"
"ENSG00000170439.6",93.380490663801,-0.358473487227731,1.4094720319372,-0.254331749126684,0.799239273757768,0.918482979332228,"ENSG00000170439","METTL7B"
"ENSG00000203756.7",0.182986290284452,-0.910938527363607,3.58576706336579,-0.254042862033696,0.799462444911146,NA,"ENSG00000203756","TMEM244"
"ENSG00000180673.9",0.753938709191578,0.591109368114404,2.32736042116025,0.253982736296478,0.799508895325512,NA,"ENSG00000180673","EXOC5P1"
"ENSG00000259039.1",0.433516750841659,-0.621469726881527,2.44749466765837,-0.253920768487767,0.799556769582944,NA,"ENSG00000259039","RP11-409I10.2"
"ENSG00000102128.8",18.765350320977,-0.272386409963468,1.07308472129148,-0.253834953157888,0.799623068881906,0.918872224113787,"ENSG00000102128","RAB40AL"
"ENSG00000169933.13",112.39724951469,0.269382116722969,1.06184521031856,0.25369245357537,0.799733164551127,0.91894692601435,"ENSG00000169933","FRMPD4"
"ENSG00000239516.1",0.980615921728352,0.872245566725395,3.43822945448004,0.253690330524291,0.799734804857814,NA,"ENSG00000239516","FLYWCH1P1"
"ENSG00000010539.11",252.355926135963,-0.130539332063339,0.514872333914229,-0.253537281894593,0.799853055253925,0.918952474854756,"ENSG00000010539","ZNF200"
"ENSG00000230793.1",1.96507082880996,-0.459646338522149,1.81319406135192,-0.253500906670429,0.799881160621354,0.918952474854756,"ENSG00000230793","SMARCE1P5"
"ENSG00000140009.18",12.6312779495826,-0.279056466618936,1.1013969806258,-0.253365926661956,0.799985455377113,0.918952474854756,"ENSG00000140009","ESR2"
"ENSG00000147439.12",245.601069406154,0.115266800271465,0.454955756221885,0.253358263292856,0.799991376725488,0.918952474854756,"ENSG00000147439","BIN3"
"ENSG00000174579.3",629.638639925129,-0.114448466076798,0.451798705473325,-0.25331738380458,0.800022963769882,0.918952474854756,"ENSG00000174579","MSL2"
"ENSG00000078725.12",745.696862063316,-0.283659536682741,1.12019884334903,-0.253222486674501,0.800096290798499,0.918952474854756,"ENSG00000078725","BRINP1"
"ENSG00000257195.1",0.256420281678449,0.903508923755308,3.56861296427271,0.253182099824447,0.800127498259002,NA,"ENSG00000257195","HNRNPA1P50"
"ENSG00000233232.6",4.87982327587,-0.372784421117816,1.47242838601114,-0.253176605843426,0.800131743556452,0.918952474854756,"ENSG00000233232","NPIPB7"
"ENSG00000065609.14",28.6997772483507,0.298691116988672,1.17996265917264,0.253136075677265,0.800163062123598,0.918952474854756,"ENSG00000065609","SNAP91"
"ENSG00000279030.1",4.14607773782526,0.366155103775337,1.44655097442855,0.253122848933813,0.800173282794044,0.918952474854756,"ENSG00000279030","RP11-212I21.3"
"ENSG00000125869.9",305.286457052051,-0.348208521880573,1.37576000390479,-0.253102663903777,0.80018888039092,0.918952474854756,"ENSG00000125869","LAMP5"
"ENSG00000123240.16",498.602044360819,-0.17448116790671,0.689770188073661,-0.252955507390061,0.80030259518723,0.91903128197605,"ENSG00000123240","OPTN"
"ENSG00000100908.13",226.95813079041,-0.153026907296663,0.605144142620553,-0.252876788386295,0.800363426821578,0.919039391185791,"ENSG00000100908","EMC9"
"ENSG00000172315.5",375.295614085325,0.088920428815817,0.351700931567976,0.252829665305083,0.800399842674441,0.919039391185791,"ENSG00000172315","TP53RK"
"ENSG00000171617.13",938.752619320163,0.174991656916361,0.692527183312801,0.252685614562109,0.80051116513652,0.919085398448145,"ENSG00000171617","ENC1"
"ENSG00000107518.16",94.9075381772637,0.270955435539208,1.07240656681042,0.252661111862726,0.800530101234065,0.919085398448145,"ENSG00000107518","ATRNL1"
"ENSG00000272767.1",4.85405787589473,0.260652211919857,1.03228900577015,0.252499261798682,0.800655184625583,0.919177227389963,"ENSG00000272767","JMJD1C-AS1"
"ENSG00000229991.1",0.331383562428043,-0.784265683800627,3.10694388346272,-0.252423511082715,0.800713729185213,NA,"ENSG00000229991","AKR1B1P1"
"ENSG00000176236.6",1.81434918094823,-0.361731121552418,1.43582730931601,-0.251932192127435,0.801093476216474,0.919605678017758,"ENSG00000176236","C10orf111"
"ENSG00000184619.3",146.519503225714,-0.156323516315191,0.620578539161417,-0.251899649199003,0.801118630744581,0.919605678017758,"ENSG00000184619","KRBA2"
"ENSG00000240854.1",0.328054454937898,0.890604490580908,3.53672052419899,0.251816473619333,0.801182923451153,NA,"ENSG00000240854","RP11-64K7.1"
"ENSG00000166153.16",19.9042677442483,-0.195669863774505,0.77749876502377,-0.251665819390109,0.801299378946101,0.919651720063806,"ENSG00000166153","DEPDC4"
"ENSG00000106683.14",1147.88555515124,-0.124452654994277,0.494568518200318,-0.251638853696444,0.80132022385313,0.919651720063806,"ENSG00000106683","LIMK1"
"ENSG00000218632.3",0.197385777019002,0.901252309413567,3.58192726514145,0.251611002318322,0.801341753556721,NA,"ENSG00000218632","RPL7P28"
"ENSG00000266412.5",1805.64236987637,0.123385326246258,0.490466464111917,0.251567304340922,0.801375533320334,0.919651720063806,"ENSG00000266412","NCOA4"
"ENSG00000011590.13",0.595906262212855,-0.883021682986515,3.51116037393518,-0.251489988763132,0.801435301342778,NA,"ENSG00000011590","ZBTB32"
"ENSG00000272763.1",98.03942824154,-0.384040497524166,1.52707441718899,-0.251487742313895,0.801437037954929,0.919651720063806,"ENSG00000272763","RP11-357H14.17"
"ENSG00000124181.14",3024.59474623772,0.102095619076179,0.405981024376022,0.251478795673014,0.801443954143762,0.919651720063806,"ENSG00000124181","PLCG1"
"ENSG00000174915.11",326.997103734253,0.135785850872942,0.53997526691183,0.251466797080381,0.801453229664267,0.919651720063806,"ENSG00000174915","PTDSS2"
"ENSG00000099866.14",6.28880720978535,-0.32527447008164,1.29380548537833,-0.251409098011765,0.80149783436085,0.919651720063806,"ENSG00000099866","MADCAM1"
"ENSG00000277324.1",4.41591447712718,0.274892168572917,1.09374656432328,0.251330772172983,0.801558385771727,0.919651720063806,"ENSG00000277324","RP11-850A17.1"
"ENSG00000105639.18",466.859232357734,0.143543097838173,0.571248096858154,0.251279783035874,0.801597804620146,0.919651720063806,"ENSG00000105639","JAK3"
"ENSG00000085840.12",395.67782932467,0.138201333458277,0.550024308725381,0.251264046453771,0.801609970410358,0.919651720063806,"ENSG00000085840","ORC1"
"ENSG00000151834.15",99.423168785033,-0.324500238990034,1.29279730588637,-0.251006277250515,0.80180925598282,0.919828574028248,"ENSG00000151834","GABRA2"
"ENSG00000100053.9",2.22627031549143,0.519015059709807,2.06837075335697,0.250929413340159,0.801868683221068,0.919844972855777,"ENSG00000100053","CRYBB3"
"ENSG00000155256.17",238.772221922761,0.104089437948251,0.415006110507147,0.250814229749658,0.801957739418828,0.919876185607988,"ENSG00000155256","ZFYVE27"
"ENSG00000152457.17",187.174889489375,0.115423427396973,0.46026234734899,0.250777470852844,0.801986160741295,0.919876185607988,"ENSG00000152457","DCLRE1C"
"ENSG00000165215.6",19.4164194727655,-0.31346910956472,1.25126304296821,-0.250522151458353,0.802183576364685,0.919904825610687,"ENSG00000165215","CLDN3"
"ENSG00000134874.17",1548.53428643588,-0.0926889942092668,0.369998937512574,-0.250511514525949,0.80219180122604,0.919904825610687,"ENSG00000134874","DZIP1"
"ENSG00000269895.1",5.50518323323384,0.432652178217799,1.72732619869886,0.250475086028164,0.802219969225849,0.919904825610687,"ENSG00000269895","AP000654.4"
"ENSG00000259581.3",21.0586649420958,-0.226334487976416,0.903731057295361,-0.250444516816516,0.802243606785047,0.919904825610687,"ENSG00000259581","TYRO3P"
